NOM_AGENCE;NUM_AGENCE;NOM_DOSSIER;DAT_RECEPT;NUM_AGREMENT;LOT_NUM_REF;LOT_ADR_1;LOT_ADR_2;LOT_CP;LOT_VILLE;MNT_LOYER;LOT_TYP;LOT_MEUBLE;LOT_SUPERFICIE;PRES_DOS_FIC;NOM_REFERENT;DAT_DEB_TRAIT;DAT_COMPLET;DAT_INFO_AGENCE;FLG_COMPLET;JUST_MANQ;DAT_JUST_MANQ;RESULT_EFF;DOSS_PHASE;DOSS_STATUT;FLG_GARANTI;NUM_CONTRAT;CAUSE_REFUS;DOSS_COMMENT;DAT_SIGN_BAIL;DAT_EFF_BAIL;NB_LOC
Perrin EI;0732777579;Carpentier;02/07/2019 16:57:51;AGR_201907021B4F;40639_cfd2c9d2-5ebd-4ba2-b397-d9f035de0ae7;446 Rey Vaneau;;20787;Nguyenburgh;666.32;t1;ABS;14200;OUI;Collet;02/07/2019 17:05:01;02/07/2019 18:33:31;05/07/2019 10:28:18;OUI;;04/07/2019 17:05:05;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0714670672;;Dolores sunt est quia suscipit nisi aut et enim ut. Dicta sit eaque explicabo rerum sed repellat nobis ullam. Dolor sit repudiandae corporis dolorem et.;;05/07/2019;1
Duval SCOP;+33 673883605;Vincent;04/07/2019 00:35:19;AGR_2019070401MV;010729_9c727ecc-c5cc-4deb-8419-a262ed192e0d;75645 Lemaire des Rosiers;;65453;Ethanshire;697.18;t1;ABS;18785;OUI;Denis;04/07/2019 11:35:58;04/07/2019 23:15:36;05/07/2019 11:38:38;OUI;;;;Réponse Agence;EN COURS;ATTENTE RETOUR AGENCE;0417093526;;Sed dolore deleniti eum quis nihil veniam qui. Enim provident expedita ducimus voluptatem ipsum aut facere quisquam omnis. Deserunt voluptatibus laboriosam voluptatum. Adipisci nemo rem laboriosam vitae architecto quia.;;05/07/2019;2
Muller SCOP;0435065400;Prevost;04/07/2019 01:10:30;AGR_20190704039I;110 873 P_b1018eec-c9ab-47f9-8bbe-b75b82f57193;24627 Muller Saint-Dominique;;74388;Port Paulfort;294.20;f2;ABS;67030;OUI;Royer;04/07/2019 17:18:50;04/07/2019 23:28:11;05/07/2019 12:56:19;OUI;;;;Réponse Agence;EN COURS;ATTENTE RETOUR AGENCE;+33 590261727;;Odio quisquam officia qui exercitationem. Dignissimos doloribus necessitatibus nemo labore. Qui eaque qui ut suscipit praesentium ut dolores nostrum impedit. A eius molestias.;;12/07/2019;1
Guerin, Martinez and Blanc;0664789576;Baron;03/07/2019 12:00:10;AGR_201907030XCA;001413L_3bd6ab68-5ca6-45c5-860f-ddb6ac1f345b;2814 Leroux des Saussaies;;50527;Port Noémie;162.66;t3;ABS;46720;OUI;Rey;03/07/2019 12:07:48;05/07/2019 13:27:26;05/07/2019 14:39:20;OUI;;04/07/2019 11:46:30;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 495932702;;Explicabo eaque saepe quisquam non excepturi. Dolorem assumenda sit. Culpa recusandae fuga libero nemo deserunt architecto nostrum at qui. Distinctio et et pariatur vel sunt impedit. Dolorem qui nihil. Veniam eum impedit doloremque distinctio consequatur.;;12/08/2019;2
Dumas, Dufour and Arnaud;0598932382;Rousseau;03/07/2019 15:45:35;AGR_2019070317RZ;28128_a90a6bad-5263-4fcd-8476-52e6ad5ca3f7;042 Caron du Chat-qui-Pêche;;99892;Port Maëlleburgh;242.30;t3;ABS;5045;OUI;Lefevre;03/07/2019 19:40:21;05/07/2019 15:53:11;05/07/2019 16:01:59;OUI;;04/07/2019 15:22:07;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0681006475;;Facilis voluptatem reprehenderit repellat consequatur corporis. Aut dignissimos quis. Ut aspernatur in voluptas vel rerum porro qui cumque et. Est sint distinctio est harum. Quasi non occaecati assumenda sit voluptatem.;;05/07/2019;2
Rey SA;+33 378760947;Guerin;04/07/2019 00:14:40;AGR_2019070400OG;100841 K_07c28124-c9da-4653-b6eb-d79e671afcd8;693 Garcia d'Assas;;83994;Port Nicolas;629.11;t2;ABS;84397;OUI;Breton;04/07/2019 09:26:45;05/07/2019 10:38:54;05/07/2019 16:18:12;OUI;;;;Terminé;REFUSE;NON;0481642788;TAUX EFF;Eum et accusamus sit sed atque error ut facilis. Quia sunt et delectus ut cum molestiae officia est. Minima atque molestiae. Aut deleniti quod minus reprehenderit. Repudiandae vitae quos maiores rerum quae. Et eos sed qui corporis sit.;;15/07/2019;1
Michel GIE;0589916174;Guillaume;01/07/2019 15:44:23;AGR_2019070117PZ;822993_669789a0-f61e-457c-a016-041f080d188d;059 Roy Saint-Denis;;04000;Rogerstad;740.15;f1;ABS;97689;NON;Rodriguez;05/07/2019 14:49:26;05/07/2019 14:52:37;05/07/2019 17:19:06;OUI;;05/07/2019 11:21:03;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0457319376;;Molestias quaerat et non minima aperiam quam qui repudiandae modi. Blanditiis aliquam quo. Sapiente est nihil aut deleniti veniam voluptas.;;15/07/2019;2
Brunet - Brunet;0547285399;Meunier;04/07/2019 17:00:24;AGR_201907041B8O;111406_90a6ad9c-599b-4345-aead-4c2c765402e2;46974 Leclercq Lepic;;91882;Benjaminfurt;857.13;t3;ABS;13879;OUI;Vincent;05/07/2019 16:56:25;;;NON;;;;Réception;EN COURS;;0679690490;;Maiores est similique animi officiis totam deleniti. Earum recusandae in nisi eligendi ut soluta consequatur voluptatem nobis. Id vel autem. Fugiat voluptates quod assumenda itaque quisquam quasi possimus. Provident porro in consequatur quae.;;22/07/2019;1
Paul EI;+33 431684228;Brun;03/07/2019 13:18:33;AGR_2019070310YX;0147_a498cd1d-44d6-44e5-ab47-59cff7dddf42;67003 Axel de Paris;;75292;New Louisside;108.26;t2;ABS;21837;OUI;Brunet;03/07/2019 13:29:36;05/07/2019 15:15:29;05/07/2019 17:35:53;OUI;;04/07/2019 13:43:03;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0536256143;;Nisi iusto id aliquam. Omnis rem enim veniam ut aut. Rem dolore nobis deserunt voluptas nostrum ut autem accusantium. Dolores voluptatem assumenda. Occaecati rerum voluptatem enim voluptatum dolorum omnis. Ducimus optio repellat inventore itaque aliquam est reiciendis.;;03/07/2019;1
Roussel - Lacroix;+33 104547478;Leclerc;04/07/2019 11:28:46;AGR_201907040VVY;47061_c887ad37-5366-4842-90a9-6e0538c0078b;974 Zoe des Saussaies;;02788;New Paulbury;488.45;t2;ABS;39206;OUI;Adam;05/07/2019 11:27:22;05/07/2019 11:59:50;05/07/2019 17:55:18;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0797217699;;Voluptatem magni delectus enim voluptas rerum. Aut recusandae iusto commodi numquam. Consectetur possimus ullam perferendis quaerat. Consequatur qui delectus corporis debitis esse ullam quia qui suscipit.;;06/07/2019;1
Martin, Richard and Paul;0125033678;Charpentier;04/07/2019 10:46:47;AGR_201907040TXZ;29241_0f63681d-0f73-48df-9775-79e30e272c5a;4870 Blanchard Joubert;;56984;Port Manonside;91.57;f1;ABS;6353;OUI;Perez;05/07/2019 10:37:33;;05/07/2019 18:28:08;NON;;;;Terminé;REFUSE;NON;0219924096;TAUX EFF;Nulla magnam id. Natus fugit reiciendis cum qui. Maxime placeat veritatis. Autem non minus molestias minima eveniet.;;15/07/2019;1
Robin SARL;+33 451396730;Martinez;04/07/2019 09:48:42;AGR_201907040R96;016614_463be5dd-078e-4add-9a4f-c0924208deff;3421 Louna Vaneau;;18400;Maxenceborough;137.95;t3;ABS;41197;OUI;Pons;04/07/2019 18:10:18;05/07/2019 10:26:54;05/07/2019 20:10:58;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 217582769;;Aut vitae nostrum sit nisi ipsam dolore animi. Qui non dolorem numquam voluptatem dicta expedita aliquam. Illo optio et nemo magnam. Quas voluptatibus rerum at dolorum iste.;;01/07/2019;2
Rousseau, Noel and Bonnet;+33 139261285;Vincent;04/07/2019 17:01:27;AGR_201907041BAF;29241_52206bef-331b-49d8-a002-d4c54442a56c;74965 Maeva du Havre;;73607;Lake Manon;428.18;t2;ABS;19159;OUI;Sanchez;05/07/2019 17:27:43;05/07/2019 17:49:18;07/07/2019 18:46:52;OUI;;;;Terminé;REFUSE;NON;+33 243275373;TAUX EFF;Totam quis sit quidem rerum. Dolorem ut explicabo incidunt nostrum qui odio at. Veniam quia nesciunt. Aliquam cum rem et enim est nesciunt quo blanditiis voluptatum. Adipisci et odit eaque accusamus aut ipsam. Omnis laudantium omnis error aliquam quis quam eligendi accusamus soluta.;;10/07/2019;1
Masson, Sanchez and Julien;+33 620743864;Lemaire;04/07/2019 10:40:51;AGR_201907040TO3;23024B_7ad2d5fa-2335-4857-8a16-87532d533cfd;5483 Perrin de la Huchette;;04857;East Laura;468.14;t1;ABS;77006;OUI;Dubois;04/07/2019 18:39:23;05/07/2019 09:10:21;08/07/2019 09:30:30;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 588958941;;Sapiente officia libero nulla dolor sint voluptatem. Eveniet rerum molestias possimus unde qui. Ipsum et unde in quasi totam assumenda. Nulla aperiam facere praesentium ipsa et possimus ut sed. Sint ullam soluta. Debitis eum quia vel earum.;;20/07/2019;2
Laurent, Charles and Fournier;+33 640664957;Lucas;04/07/2019 11:27:01;AGR_201907040VT1;110178_a05f242c-0ffd-4d02-8bc0-747fe601cf8a;19989 Perrot Saint-Jacques;;31730;North Lounamouth;194.28;t1;ABS;99187;OUI;Lacroix;05/07/2019 11:37:03;05/07/2019 13:12:51;08/07/2019 09:50:53;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 346917292;;Blanditiis reprehenderit minus sit rerum natus nam expedita. Maiores fugiat eos. Voluptate ab cum corporis assumenda magni esse. Sapiente vero necessitatibus at explicabo. Non facere impedit. Aut praesentium soluta in debitis tempora aut soluta enim magni.;;26/07/2019;1
Joly SARL;+33 446131873;Barre;04/07/2019 11:46:37;AGR_201907040WPP;SOLU-15-000398_4005c65a-fd13-42a6-926d-2f1b1e7aa6b4;734 Louna de la Paix;;49567;Lake Eva;407.80;f2;ABS;7367;OUI;Dubois;05/07/2019 11:31:45;05/07/2019 11:43:36;08/07/2019 10:00:33;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0640414123;;Neque qui sint. Quas reprehenderit sit quod omnis nam consequatur sed et voluptates. Possimus sequi vel adipisci aspernatur id non consequuntur.;;15/07/2019;1
Le gall, Leroux and Collet;+33 293826155;Boyer;04/07/2019 11:50:03;AGR_201907040WVF;040561N_2bae012e-c6e8-43f5-a58c-07baa7e71d57;7826 Da silva de la Paix;;96661;New Evatown;419.68;f1;ABS;19128;OUI;Charpentier;05/07/2019 13:59:08;06/07/2019 20:02:04;08/07/2019 10:07:35;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 322413928;;Aliquid odit provident. Sunt velit molestias quis ullam voluptate in. Et corrupti est. Qui soluta est doloremque numquam sunt.;;10/07/2019;1
Bonnet SARL;0779239037;Durand;04/07/2019 11:57:54;AGR_201907040X8I;111071E_74f376eb-b178-4b69-a052-99688d53cdba;2213 Adrien de Nesle;;99438;East Lilou;600.87;t1;ABS;52847;OUI;Lefebvre;05/07/2019 11:57:45;05/07/2019 12:14:55;08/07/2019 10:08:48;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0740274300;;Quos saepe quia tenetur animi quia voluptates inventore. Ut ab provident velit vel earum repellat. Voluptates et id ipsa ducimus. Aspernatur et facilis voluptatibus consequatur adipisci velit unde sint alias. Aliquid aut repudiandae quia eligendi enim. Consequuntur itaque assumenda quos cum maxime molestiae.;;01/07/2019;1
Jean, Brun and Legrand;0593310116;Brun;04/07/2019 12:09:30;AGR_201907040XRU;undefined_13413676-36bf-4f56-b6dc-1ee6e9f00747;847 Manon Saint-Denis;;28806;Lake Chloéhaven;692.57;f1;ABS;33855;NON;Benoit;05/07/2019 16:29:51;05/07/2019 16:46:18;08/07/2019 10:12:41;OUI;;05/07/2019 14:52:04;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 411720228;;Maxime vero id suscipit voluptate ad est vel. Rerum doloribus consequatur veritatis eligendi veniam possimus. Id laborum quasi quo voluptas alias et quo ut ut.;;15/07/2019;2
Robert - Lopez;+33 550664522;Carre;04/07/2019 12:15:32;AGR_201907040Y1W;8782/110184_dca7f8ea-4e34-44b6-b211-40a7c28e2735;79596 Lemoine de Vaugirard;;24086;Thomasbury;19.00;f1;ABS;79990;OUI;Legrand;05/07/2019 13:46:54;05/07/2019 14:07:32;08/07/2019 10:14:41;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0715786874;;Illum error ducimus exercitationem laudantium consequatur qui inventore natus. Voluptate esse nulla voluptatem reiciendis sit quibusdam numquam. Sed vitae dolorem delectus ducimus odit suscipit temporibus. Et dolore dolorem rerum.;;19/07/2019;1
Bonnet - Royer;0392601886;Fleury;04/07/2019 12:53:05;AGR_201907040ZSH;23958_3abf25a2-2317-4671-a15e-32a6cca20658;0661 Nicolas Montorgueil;;52772;Lemoinemouth;903.11;t2;ABS;79765;OUI;Roux;05/07/2019 15:13:45;05/07/2019 15:47:54;08/07/2019 10:37:32;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 114674180;;Modi vitae veniam quia architecto. Omnis quia quod voluptas libero. Ea minima est ipsum nulla soluta.;;13/09/2019;1
Olivier - Deschamps;0782767577;Rodriguez;04/07/2019 13:44:55;AGR_20190704126V;150995_0f1e59c7-cf17-40dd-a700-66e72bab6f84;925 Brunet Mouffetard;;63952;Lounafurt;905.07;t3;ABS;88851;OUI;Picard;05/07/2019 15:32:22;05/07/2019 16:09:01;08/07/2019 10:38:36;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 694303650;;Dolores asperiores officia nesciunt magnam esse quisquam qui iure. Omnis vel similique magni voluptatem et eum. Est vero aut odit voluptates sit aut dolorum assumenda. Pariatur laborum debitis quae eos soluta quisquam odit.;;26/07/2019;1
Poirier, Benoit and Gautier;+33 702143598;Gauthier;04/07/2019 13:46:57;AGR_2019070412A9;021152R_29e269d4-3a7b-4b2e-bdb3-84dd56f67b81;18374 Maxence du Havre;;47953;New Mattéo;51.51;t3;ABS;51338;OUI;Morin;05/07/2019 12:35:08;05/07/2019 16:48:02;08/07/2019 10:44:47;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0386807441;;Consectetur sapiente qui est quasi ab ipsum autem porro dolor. Harum voluptas necessitatibus nulla qui sit officia. Qui quidem recusandae id maxime earum blanditiis rerum labore.;;01/07/2019;3
Roche, Remy and Durand;+33 498121802;Remy;04/07/2019 15:15:29;AGR_2019070416DT;14128_3a8888a3-adc7-4ffd-a0b2-117783f5a13d;2072 Moulin Bonaparte;;03464;Port Sarahtown;665.54;t3;ABS;32413;OUI;Duval;05/07/2019 15:53:04;05/07/2019 16:25:17;08/07/2019 10:56:30;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0483138211;;Tenetur possimus quia laudantium debitis. Consequatur ut vero laudantium est et cum ea eius fuga. Praesentium fugiat sit totam consequatur voluptatibus. Dolor et quibusdam incidunt necessitatibus vitae exercitationem et. Sint corporis qui omnis fuga provident in possimus quasi.;;24/07/2019;1
Roy, Marchal and Fabre;+33 769282274;Giraud;04/07/2019 15:18:25;AGR_2019070416IP;110002_8e00a485-f430-405c-8a9d-6c6da2ecd2c7;0851 Fernandez Monsieur-le-Prince;;91109;New Charlotteland;642.77;t3;ABS;68851;OUI;Garnier;05/07/2019 16:06:23;05/07/2019 16:19:09;08/07/2019 10:58:57;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 798946353;;Asperiores inventore accusantium libero illo voluptatem. Placeat autem porro temporibus blanditiis laudantium. Et ea aut iure vitae cum quia.;;01/07/2019;1
Garcia - Schneider;0746969616;Roussel;04/07/2019 15:22:22;AGR_2019070416PA;SOLU-12-000102_2fdb2fbe-4795-4424-9eaf-41d523c264a5;12267 Marchand des Lombards;;41217;Barbierbury;691.45;t1;ABS;8357;OUI;Roche;05/07/2019 16:39:33;05/07/2019 17:20:46;08/07/2019 11:06:43;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 242290299;;Et rerum ipsum natus soluta ipsam. Quam dicta aspernatur vero officia voluptatem odio. Voluptatem a nesciunt non possimus temporibus. Sed reiciendis distinctio consectetur explicabo autem.;;10/07/2019;2
Bonnet, Carpentier and Marie;0673643585;Lefebvre;04/07/2019 15:44:46;AGR_2019070417QM;0268115_245febc0-035c-4c8b-961b-b6ca6035ffd4;92547 Blanc de la Paix;;77536;South Célia;453.26;f1;ABS;59531;OUI;Masson;05/07/2019 17:19:28;05/07/2019 17:51:22;08/07/2019 11:14:04;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 301942030;;Et corporis omnis optio omnis dolorem deleniti enim. Facilis voluptatem placeat velit cum. Et rerum provident aspernatur debitis. Earum molestiae error aut labore modi nostrum aliquid non ut. Nostrum voluptatibus ipsa nihil quia quaerat ex ut. Quasi temporibus blanditiis et quod.;;11/07/2019;2
Joly - Brunet;0238094296;Noel;04/07/2019 15:26:44;AGR_2019070416WK;021152R_84b32242-7f71-4a61-8586-6373caa38751;4842 Joly d'Abbeville;;65564;North Louise;419.91;t1;ABS;5663;OUI;Bourgeois;05/07/2019 16:56:05;05/07/2019 17:54:22;08/07/2019 11:16:09;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0201558627;;Repellendus amet minus architecto unde rerum aut eos doloremque ex. Quae in accusantium quia magnam cum voluptas tenetur nemo eos. Quis placeat et dolorum ab odio sapiente sit eligendi.;;01/07/2019;1
Pons SAS;0503310541;Gauthier;05/07/2019 10:28:44;AGR_201907050T3W;undefined_3e1e6b4e-b3e4-4a97-9b04-6c8a86b39727;434 Gonzalez de la Chaussée-d'Antin;;77644;West Tom;886.08;f1;ABS;89227;OUI;Lecomte;06/07/2019 17:49:47;06/07/2019 18:22:33;08/07/2019 11:35:43;OUI;;;;Terminé;REFUSE;NON;0445508817;TAUX EFF;Maiores dolor qui necessitatibus quod voluptate aperiam eligendi velit quia. Velit enim dolorem voluptas magni voluptatibus. Perferendis maiores labore reprehenderit recusandae ratione et alias magnam. Aut rerum voluptate nobis ut aut. Eos aut nobis totam officia qui sed perferendis molestiae. Eum voluptates aspernatur et.;;06/07/2019;1
Benoit - Lefevre;+33 760284672;Blanc;04/07/2019 15:50:22;AGR_2019070417ZY;110 178_b924314a-fc7a-47d9-96c5-0826ad0c2739;99791 Evan de la Victoire;;33338;East Valentin;565.62;t1;ABS;59797;OUI;Roger;05/07/2019 17:25:51;08/07/2019 11:35:32;08/07/2019 11:36:23;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 649772901;;Rerum sequi aspernatur voluptatibus voluptatem deserunt expedita fugit. Non architecto ut omnis perspiciatis quia. Quae perferendis quod porro aliquam quia tempore.;;01/08/2019;1
Roger - Bourgeois;0368106103;Perez;05/07/2019 11:18:53;AGR_201907050VFH;18772E_e245ff6a-2c3a-402b-89ed-01434c271eec;052 Sanchez Marcadet;;91138;Robertstad;997.79;f2;ABS;9659;OUI;Dupont;06/07/2019 09:02:29;06/07/2019 09:11:03;08/07/2019 11:40:15;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 518655600;;Consectetur et sed enim velit. Et aperiam voluptatem neque aut reprehenderit esse. Velit fuga aut commodi qui similique vel aperiam ea.;;16/07/2019;1
Barbier SAS;+33 267026822;Noel;04/07/2019 17:57:29;AGR_201907041DVT;006944_0fa43068-4c39-41a8-9aae-ebd05ec7aee2;09896 Maxime des Francs-Bourgeois;;16912;Port Thomas;622.85;f2;ABS;59549;OUI;Perez;06/07/2019 01:12:53;07/07/2019 14:43:36;08/07/2019 11:54:46;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 543183697;;Sed et nihil ab tempore ut beatae. Quibusdam deserunt ab in sed. Omnis quam enim repellat est quaerat. Velit et eos eos autem repudiandae impedit. Inventore et voluptas. Exercitationem mollitia sit voluptatem rerum quam saepe.;;25/07/2019;1
Vidal SARL;0325023490;Lefebvre;03/07/2019 13:38:08;AGR_2019070311VK;undefined_28515f35-89fd-4999-8a19-54cd1d35b258;85651 Meyer Saint-Séverin;;31705;Port Théo;895.65;t1;ABS;26745;OUI;Michel;04/07/2019 09:21:41;05/07/2019 16:10:35;08/07/2019 11:57:04;OUI;;04/07/2019 10:58:01;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 744089220;;Error aspernatur voluptatibus voluptatem. Minima eum ea et dolores. Laborum voluptatem quis voluptas exercitationem saepe asperiores qui. Enim eum placeat.;;15/07/2019;1
Laurent - Dufour;0775801548;Robin;04/07/2019 17:56:05;AGR_201907041DTH;020534U_3b5a6a06-a339-47dc-b117-60a6f1857ebb;679 Raphaël Mouffetard;;49842;South Juliette;372.15;t2;ABS;40124;OUI;Meunier;06/07/2019 12:24:06;06/07/2019 12:58:18;08/07/2019 12:02:38;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0612219644;;Officiis officiis sint accusamus soluta provident voluptas necessitatibus. Deleniti tempore voluptate a impedit aliquam rerum autem dolorem nihil. Est rerum qui nostrum sunt exercitationem ut id.;;18/07/2019;2
Carre, Leclercq and Bertrand;0504929970;Morin;05/07/2019 11:31:20;AGR_201907050W08;45153E_9a3ee3f9-b307-4da2-89c2-da50602769b7;48344 Baptiste de l'Odéon;;83060;Maxencefurt;198.12;f1;ABS;94254;OUI;Denis;06/07/2019 01:05:17;06/07/2019 15:49:53;08/07/2019 12:08:18;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0719543881;;Aut voluptatum autem fuga. Tenetur porro laboriosam quidem. Et cupiditate modi voluptas aut. Possimus dicta vitae id. Praesentium expedita at officia ea eum sunt.;;08/07/2019;1
Remy, Maillard and Royer;+33 678142482;Leclerc;05/07/2019 11:31:37;AGR_201907050W0P;110002_2788db6d-49d8-4a2c-8975-28854ac2ac24;6630 Maeva de Seine;;35228;West Justinefurt;984.07;t3;ABS;43090;OUI;Lucas;06/07/2019 13:46:49;06/07/2019 14:00:59;08/07/2019 12:09:58;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0446538232;;Beatae aliquam est fugiat temporibus harum deleniti qui aut aut. Fuga magni est adipisci sed voluptatum qui rerum perferendis et. Rem in aut quam commodi. Error molestias repudiandae sint amet distinctio quae eaque. Ullam qui et inventore ex quod vel.;;27/06/2019;1
Gautier SCOP;+33 417640377;Moulin;05/07/2019 11:46:37;AGR_201907050WPP;110002_c078c999-36c4-4690-a4e1-5d29bbe1ae89;103 Julie Pastourelle;;82007;West Lena;429.69;t2;ABS;94808;OUI;Perrin;06/07/2019 03:45:15;06/07/2019 04:00:20;08/07/2019 12:15:12;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0395584020;;Optio dolores velit ut ipsum repellendus dignissimos placeat unde. Voluptas totam sit magni sunt at. Consequatur ipsum animi nesciunt illum. Molestiae voluptatem quod eos id molestiae. Cumque voluptas odit dolores perferendis. Distinctio et adipisci ex aut vitae aut quia.;;08/07/2019;1
Legrand SARL;+33 623211867;Julien;05/07/2019 12:18:21;AGR_201907050Y6L;21401_3e92c276-0a1b-428d-9572-6c119fcc281b;204 Nathan de Montmorency;;52819;Elisaborough;119.13;f1;ABS;36793;OUI;Dupont;06/07/2019 15:59:15;06/07/2019 16:22:58;08/07/2019 14:01:03;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 114670319;;Fuga vel in. Repellendus saepe corrupti quia consequatur asperiores libero. Tenetur iusto et qui voluptas. Autem unde ut asperiores enim expedita vel ea voluptates. Exercitationem tempore et aliquam ullam vero.;;10/07/2019;1
Roche - Masson;+33 680260751;Guillaume;08/07/2019 12:27:10;AGR_201907080YLA;018223 H_0e2b83dc-9011-4fc9-aa0e-99eba002d10d;203 Romain du Bac;;78707;Axelstad;633.17;f2;ABS;47343;OUI;Benoit;08/07/2019 13:13:32;;;NON;;;;Réception;EN COURS;;0337345473;;Officia corrupti corrupti temporibus illum est odio. Ut temporibus nam quo tempore a corrupti necessitatibus. Dolores rerum sed. Ad at tenetur. Quaerat magni voluptate voluptatem iure sed sed non totam aut.;;08/07/2019;2
Robert, Gerard and Meunier;+33 300393162;Blanc;04/07/2019 17:44:08;AGR_201907041D9K;undefined_5783c33f-cdb4-4200-ae49-ae5d2755a4e2;21011 Elisa de Tilsitt;;19179;Lake Léofort;869.54;t1;ABS;2140;OUI;Girard;05/07/2019 17:25:25;08/07/2019 12:34:41;08/07/2019 14:22:22;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0605046224;;Voluptatum eum dicta labore. Temporibus et corporis et assumenda consequatur id velit commodi. Eius libero non officia qui quia exercitationem accusantium dolorum. Consequatur non omnis quod esse vero ut.;;01/07/2019;1
Deschamps, Arnaud and Breton;+33 741208861;Marty;04/07/2019 13:15:12;AGR_2019070410TC;undefined_53bc6f73-98bf-40e9-9579-64e2ba3e1fe7;44254 Da silva de la Pompe;;09785;Léahaven;588.35;f1;ABS;47814;OUI;Renard;08/07/2019 09:46:37;;;NON;;;;Réception;EN COURS;;+33 775880241;;Quisquam non et. Culpa ut voluptatum consequatur. Eaque consequatur saepe libero. Facere voluptas odit aut repellat officiis hic aut beatae.;;08/07/2019;1
